(-57.7611998, 92.43724248)
(99.92301105, 130.3860936)
(107.1634266, 99.02524931)
(-588.2352941, 90.90909091)
(-250, 100)
(100.3235035, 130.3730557)
(-133.8100086, 116.3192658)
(100.2432768, 130.5295973)
(-100.9846172, -1.76269305)
(107.4430081, 98.99494937)
(1111.111111, 99.00990099)
(5.390603493, 102.8588421)
(-107.3440451, 18.92765137)
(100.3235035, 130.3860936)
(76.85, 133.1081046)
(-107.5825265, 98.96464015)
(42.645786, -111.0960708)
(10000, 91.74311927)
(-67.00751876, 92.22793736)
(32.44678441, -99.86093421)
(108.9336001, 3.804045141)
(58.71525486, 87.04894512)
(-51.17240034, -96.24128762)
(-277.7777778, 96.15384615)
(-90.36509541, 60.95202648)
(-90.08582984, 49.93539089)
(-107.5778788, -98.95958771)
(127.789398, 59.58917491)
(-31.42265856, -109.5838333)
(119.707686, 8.370776849)
(107.0513895, 98.99494937)
(73.86672386, -68.88183437)
(101.0630401, -40.83211868)
(37.28019562, -102.4264957)
(-107.6800817, 99.02019996)
(-168.7474615, 68.1784)
(56.09782061, -86.3830685)
(142.8571429, 96.15384615)
(67.94752775, 139.3130772)
(333.3333333, 100)
(107.0700705, 99.01515036)
(-107.177423, 99.01010049)
(208.3333333, 90.90909091)
(101.1495384, 130.268799)
(-107.0046728, 98.94442885)
(100.5344043, 130.5295973)
(103.2247998, -12.67441171)
(107.0654006, 99.01010049)
(107.3778376, -98.95453501)
(100.5444582, 130.3860936)
(5000, 92.59259259)
(232.5581395, 90.90909091)
(86.3830685, -56.09782061)
(-43.09337101, 160.8266501)
(101.2507385, 130.3991329)
(-107.6057619, -99)
(100.5444582, 130.2427478)
(101.1293105, 130.516545)
(-25.81168673, 162.9685762)
(99.49036011, 26.65836165)
(101.240614, 130.3730557)
(103.9841603, 1.815050269)
(117.3777121, 24.9494029)
(-36.9118988, 96.15878393)
(59.65194938, -85.19181261)
(2.862194656, 163.975022)
(107.1820881, 99.00505038)
(100.5243513, 130.268799)
(-98.72689603, 57)
(83.54762797, 128.6520651)
(-70.06384946, 83.4988443)
(131.261408, 50.38653371)
(43.95229922, 94.25600985)
(107.2380529, -98.99494937)
(107.7729094, -98.96969233)
(-82.32067352, 148.5104263)
(-40.25580343, 161.4572089)
(107.0747403, -99.02019996)
(-52.5, 90.9326674)
(101.4401999, 112.6607555)
(-107.694011, -99.00505038)
(-204.0816327, 91.74311927)
(107.5732309, -98.95453501)
(73.87937704, 94.56129043)
(19.84413552, -102.0892271)
(70.25871367, 78.03020668)
(-19.27170853, 99.14434553)
(36.1951629, 94.29162308)
(-107.6011152, 98.98484733)
(89.98992213, 123.8605018)
(107.1494284, 98.99494937)
(105.7622342, -26.36948662)
(1666.666667, 86.20689655)
(101.1394239, 130.3730557)
(106.0297764, 54.02486947)
(107.3778376, -98.94948206)
(-38.74261038, -112.5167105)
(-161.7176841, 82.3992757)
(-120, 0)
(166.6666667, 99.00990099)
(59.07837294, 84.37266056)
(-61.98694738, 82.25945753)
(69.91453696, 137.2150047)
(60, 103.9230485)
(107.1914176, 98.99494937)
(-97.55850846, 26.14072356)
(101.1394239, 130.3860936)
(250, 95.23809524)
(250, 94.33962264)
(-5.733987308, 164.1999129)
(-666.6666667, 90.90909091)
(-38.99029634, 107.1249588)
(92.07769854, 122.191233)
(-1000, 94.33962264)
(3.664447154, -104.9360368)
(89.83322591, 70.18540819)
(-107.7682699, 98.99494937)
(107.261363, -98.96969233)
(89.0450501, 55.64152274)
(-147.5686879, 99.53633682)
(-8.604031206, 164.1746955)
(100.861583, -5.285931581)
(95.73250476, -40.63603736)
(333.3333333, 90.90909091)
(101.1495384, 130.3730557)
(1.815050269, 103.9841603)
(105.9537111, -56.33658753)
(-107.0934172, -99.0403958)
(134.6727636, 38.61679355)
(-109.6254549, 48.80839717)
(-64.64445491, -82.74112913)
(107.4337005, -98.99494937)
(-52.60453761, -107.8552856)
(116.4175455, 84.5822978)
(107.1820881, -98.99494937)
(97.47909327, 68.25559593)
(102.7195874, 16.26918436)
(-1000, 95.23809524)
(2500, 94.33962264)
(32.44678441, 99.86093421)
(434.7826087, 100)
(-29.52954218, -96.58678035)
(-9.064197246, -103.6042486)
(166.6666667, 100)
(-714.2857143, 90.90909091)
(-2.076836366, 118.9818757)
(59.26276308, 146.6804858)
(125.2455421, 69.42473762)
(54.1759907, 148.8473111)
(-256.4102564, 99.00990099)
(-48.73836318, 159.4160028)
(-208.3333333, 92.59259259)
(107.6057619, 98.98989847)
(-34.55492301, 162.5681312)
(-500, 98.03921569)
(100.5344043, 130.3991329)
(119.1326992, 80.35602023)
(133.9008102, 33.38522159)
(-107.8610217, -98.96464015)
(-107.5825265, -99.02524931)
(119.707686, -8.370776849)
(142.8571429, 100)
(-143.8432216, 104.5082179)
(-107.5685828, -98.94948206)
(86.32077604, 83.35900446)
(100.5344043, 130.516545)
(-500, 99.00990099)
(80.43466653, -67.49269902)
(-22.94964435, 163.2952045)
(-10.97548864, -104.424799)
(107.7543503, 98.94948206)
(8.525527272, 162.6767512)
(107.8424777, 98.94442885)
(84.7185101, -76.28088912)
(-107.2846681, 98.94442885)
(51.60255248, 149.8646942)
(-64.82000028, -80.04603403)
(222.2222222, 90.90909091)
(107.6893681, -99.01010049)
(-158.5685529, 87.89598415)
(-10.97548864, 104.424799)
(44.3342941, 99.57645488)
(-129.5227406, 120.7819096)
(95.5937674, 118.0484715)
(1.797597863, -102.9843126)
(357.1428571, 100)
(80.04603403, 64.82000028)
(94.29162308, 36.1951629)
(99.92301105, 130.516545)
(107.1867529, 99)
(-91.53708649, -42.68444444)
(-107.2380529, 98.96969233)
(0, 164.1)
(112.7631145, 41.0424172)
(-2.865685137, 164.1749915)
(-102.7054981, 21.83072754)
(-115.3514035, -33.0764827)
(250, 93.45794393)
(-107.7961038, -98.99494937)
(100.9324781, -28.94192236)
(107.7821878, -98.99494937)
(100.8364603, 130.516545)
(89.99165894, -45.85304047)
(82.73435647, -57.93122007)
(-107.5639345, 98.94442885)
(46.02897041, 94.37337486)
(99.94299765, 130.516545)
(-37.28019562, -102.4264957)
(107.177423, 98.99494937)
(70.06384946, 83.4988443)
(120.4330936, 78.21016543)
(58.71525486, -87.04894512)
(100.8364603, 130.5295973)
(-11.47493993, 164.0992863)
(-145.7271487, 102.039248)
(-769.2307692, 90.90909091)
(-107.3498952, -98.96464015)
(48.96577164, 88.33659042)
(51.17240034, -96.24128762)
(107.4941859, 98.99494937)
(151.5151515, 100)
(-124.4507935, 124.4507935)
(-76.2256676, -66.26196193)
(-212.7659574, 93.45794393)
(-37.08203932, 114.126782)
(101.1394239, 130.516545)
(43.52968096, -93.34970206)
(101.1495384, 130.3860936)
(-107.6661507, 99.03534723)
(-107.0140178, -98.95453501)
(97.08203932, -70.53423028)
(-7.952238007, 113.7223017)
(-153.4967054, 95.91538683)
(-79.19105423, 82.00473724)
(156.25, 100)
(63.5613595, -78.49174211)
(87.22173907, 56.64245964)
(106.985256, 106.985256)
(100.0329868, 130.503494)
(-160.1666933, 85.16214149)
(99.93300385, 130.2427478)
(-303.030303, 93.45794393)
(370.3703704, 100)
(100.2232302, 130.268799)
(-90.96044954, -50.42020051)
(99.93300385, 130.5295973)
(-107.0980859, -99.04544412)
(107.424392, -98.99494937)
(-100.2471613, 12.30880368)
(-51.54403466, 158.6362269)
(46.39938954, 151.7655648)
(61.77459141, 145.5318173)
(101.1293105, 130.3991329)
(107.3778376, -98.97474425)
(-107.7775487, 98.97474425)
(1666.666667, 96.15384615)
(118.8369146, 6.227978793)
(94.39676901, -54.5)
(100.3435703, 130.3860936)
(-107.2800075, -98.94948206)
(94.81199991, 40.24530623)
(-94.51028327, -63.747991)
(-94.39676901, -54.5)
(333.3333333, 98.03921569)
(161.2903226, 90.90909091)
(-107.3778376, 98.99494937)
(-107.8841972, -98.98989847)
(107.0093454, -98.94948206)
(-103.75291, 137.6847619)
(-109.6254549, -48.80839717)
(149.2537313, 100)
(99.5241547, 114.4894433)
(100.8263772, 130.503494)
(142.8571429, 98.03921569)
(-117.9857163, 126.5241904)
(250, 99.00990099)
(16.26918436, 102.7195874)
(-108.6206995, 134.1353929)
(70.92782945, -76.06078497)
(133.9183708, 4.676532558)
(-285.7142857, 95.23809524)
(-12.67441171, 103.2247998)
(5.442939449, -103.8574716)
(-312.5, 92.59259259)
(133.9162206, 7.018251732)
(101.1293105, 130.5295973)
(107.7868267, -98.98484733)
(227.2727273, 90.90909091)
(107.2706857, -98.95958771)
(107.7032961, -99.01010049)
(-113.3670002, 130.4138155)
(-500, 94.33962264)
(3.664447154, 104.9360368)
(100.6156645, 8.802730018)
(67.57407999, -77.73508676)
(70.25871367, -78.03020668)
(-107.01869, 98.95958771)
(-84.94678441, -61.71745149)
(100.2232302, 130.5295973)
(-26.65836165, -99.49036011)
(-103.6042486, -9.064197246)
(-74.30390938, 152.3455908)
(-60.41079612, -96.67748296)
(1111.111111, 84.03361345)
(15.169868, 107.9392195)
(-45.92118348, 160.1461985)
(30.40665729, 99.45569462)
(100.2432768, 130.2427478)
(132.9797435, 2.321170056)
(-137.9434082, 111.7043694)
(107.3638673, -98.97979592)
(44.95279121, -111.2620625)
(81.34260706, 130.1753828)
(127.6287546, 62.24870284)
(-107.5918213, -99.01515036)
(93.58054425, 119.7776345)
(107.3778376, -98.94442885)
(-71.59153354, 153.5285391)
(-79.6693242, 149.8362065)
(-108.4204429, -35.22793736)
(107.1680923, 99.02019996)
(33.85908806, -98.33393186)
(107.587174, -99.02019996)
(102.2322536, 12.55254237)
(-109.5400776, -46.49700429)
(-232.5581395, 97.08737864)
(64.26438961, 144.3401823)
(-98.33393186, 33.85908806)
(-4.187939604, 119.9268992)
(-50.29157315, 107.8506267)
(-22.70627045, -116.8136348)
(46.36797731, -104.1441822)
(87.03109049, 81.15780485)
(99.92301105, 130.2557727)
(-65.44932067, 80.82317999)
(-26.91718069, 100.4562859)
(41.12634627, 153.4856138)
(-15.169868, 107.9392195)
(97.57515915, 116.2855465)
(99.93300385, 130.3991329)
(101.1495384, 130.503494)
(-86.57389737, 52.01884557)
(-107.2380529, 98.96464015)
(99.92301105, 130.3991329)
(107.0794098, -99.02524931)
(107.3440451, 18.92765137)
(88.33659042, 48.96577164)
(107.5639345, -99.04544412)
(-500, 91.74311927)
(133.788948, 11.70501625)
(31.42265856, -109.5838333)
(333.3333333, 94.33962264)
(107.5081392, 98.99494937)
(-78.49174211, 63.5613595)
(107.2380529, -98.94442885)
(107.7821878, -98.97979592)
(102.9843126, -1.797597863)
(12.54341559, 119.3426274)
(-1000, 97.08737864)
(100.2432768, 130.503494)
(-44.3342941, 99.57645488)
(107.2520396, 98.97979592)
(500, 100)
(132.0499261, 28.06807826)
(93.34970206, -43.52968096)
(250, 91.74311927)
(1250, 84.74576271)
(30.04447178, 104.7775249)
(99.94299765, 130.3991329)
(-34.79223286, 113.800266)
(110.5075443, 103.0499522)
(-66.11170694, 155.7494212)
(29.03062747, -116.4354872)
(86.32077604, -83.35900446)
(-53.04892172, -88.28823197)
(-238.0952381, 98.03921569)
(-39.33369231, -97.35430473)
(107.8795625, 98.98484733)
(161.2903226, 100)
(-114.9451733, -30.79946637)
(-37.27026675, -97.09236436)
(-6.227978793, -118.8369146)
(-101.0630401, -40.83211868)
(79.19105423, 82.00473724)
(-167.4398328, 71.07399227)
(-118.8321682, 16.70077212)
(-84.94678441, 61.71745149)
(166.6666667, 94.33962264)
(-243.902439, 99.00990099)
(-294.1176471, 94.33962264)
(-23.70193275, 111.5088265)
(87.87191005, 125.4940932)
(29.03062747, 116.4354872)
(-75.53067904, 72.9391289)
(107.4290464, -98.99494937)
(60, -103.9230485)
(-73.53910524, -73.53910524)
(107.2427154, -98.98989847)
(85.7242721, 127.0914599)
(-172.9034422, 62.93170637
(133.8730955, 9.361318776)
(39.46384398, -92.9709902)
(113.206437, 98.40885435)
(-100.3601167, 23.1699586)
(100.022984, 130.5295973)
(5.688617963, 162.9007048)
(101.1394239, 130.2557727)
(132.5143288, 30.59334339)
(-107.6986537, -99)
(400, 100)
(-104.7442253, 7.324429743)
(100.5344043, 130.268799)
(-105.6989594, 42.70515165)
(-54.33732498, 157.8070503)
(-63.34597495, 156.7867898)
(-526.3157895, 90.90909091)
(99.93300385, 130.3730557)
(80.66218651, 60.78331734)
(107.7682699, 98.96464015)
(-23.1699586, 100.3601167)
(-107.4848827, 98.99494937)
(-107.9305332, 98.99494937)
(-155.2329982, 93.27339537)
(97.08203932, 70.53423028)
(8.802730018, 100.6156645)
(-1000, 91.74311927)
(12.54341559, -119.3426274)
(95.92227305, -42.70734752)
(108.4028866, -11.3936025)
(-67.10314842, -99.48450871)
(-55.00854254, -84.70572736)
(-1.76269305, -100.9846172)
(142.8571429, 91.74311927)
(-7.603455638, -108.7344815)
(-89.81044005, 78.07102445)
(416.6666667, 100)
(101.2304904, 130.3730557)
(1000, 100)
(99.94299765, 130.268799)
(-107.9166345, 98.99494937)
(-1000, 98.03921569)
(105.9537111, 56.33658753)
(10000, 90.09009009)
(95.49737614, -32.8823836)
(101.240614, 130.3860936)
(212.7659574, 90.90909091)
(-107.2380529, 98.97979592)
(47.21501197, -92.66467852)
(-98.66772518, 35.91211505)
(-150.9607022, 98.0350263)
(107.0887482, -99.03534723)
(64.0685925, -88.18285239)
(-107.5918213, 98.97474425)
(99.94299765, 130.2557727)
(-102.0892271, 19.84413552)
(98.41137654, 22.72005649)
(151.5151515, 90.90909091)
(-107.8749276, 98.97979592)
(-1000, 100)
(153.8461538, 90.90909091)
(-107.7032961, 99.03029839)
(-54.02486947, -106.0297764)
(28.16573442, 159.7358175)
(-107.5685828, 99.0403958)
(-107.7032961, -99.02019996)
(100.5243513, 130.516545)
(22.6623743, -106.6180885)
(-57.93122007, 82.73435647)
(101.1495384, 130.2557727)
(100.0329868, 130.516545)
(-85.89317214, -67.10710081)
(-20.83778132, -118.1769304)
(-31.69337413, 163.0482752)
(132.750808, 45.70976889)
(35.9921687, 155.8992104)
(74.88912653, 92.48036941)
(142.8571429, 94.33962264)
(-42.68444444, -91.53708649)
(78.48979634, 68.23013902)
(100.5444582, 130.5295973)
(107.1447619, -98.99494937)
(-107.1634266, 98.99494937)
(-107.8981001, 98.99494937)
(112.5167105, 38.74261038)
(101.1394239, 130.2427478)
(-107.9212676, -98.99494937)
(101.1495384, 130.516545)
(-107.4476617, -98.99494937)
(-92.70949725, 49.29451409)
(30.11428559, -98.49938986)
(101.1394239, 130.503494)
(99.45569462, 30.40665729)
(101.1293105, 130.2557727)
(454.5454545, 100)
(99.93300385, 130.268799)
(124.1014404, 71.65)
(-23.39490965, -101.3344867)
(-75.32943127, -70.24583109)
(22.72005649, 98.41137654)
(100.5344043, 130.3730557)
(101.1293105, 130.503494)
(-500, 100)
(-118.8321682, -16.70077212)
(-14.34583526, 163.9736473)
(-227.2727273, 96.15384615)
(-666.6666667, 95.23809524)
(133.6637427, 14.04862546)
(107.0560601, -99)
(132.7520851, 23.40777435)
(100.5243513, 130.2557727)
(-500, 92.59259259)
(-107.3685243, 98.98484733)
(46.02897041, -94.37337486)
(100.5444582, 130.268799)
(-96.58678035, -29.52954218)
(113.3754961, 11.91624481)
(-80.29567276, -89.17737906)
(-1000, 93.45794393)
(107.7868267, 98.99494937)
(67.00751876, 92.22793736)
(112.2148686, 101.0387216)
(107.6615066, 99.0403958)
(23.70193275, 111.5088265)
(-25.40179904, 101.8810513)
(107.3778376, -98.98484733)
(101.2304904, 130.3860936)
(105, 0)
(103.6651603, 33.68285239)
(100.3335364, 130.3730557)
(100.5444582, 130.516545)
(46.49700429, 109.5400776)
(75.71776238, -78.40803824)
(-107.902734, -98.99494937)
(-107.2380529, -98.97474425)
(147.0588235, 90.90909091)
(107.5732309, 99.03534723)
(-102.7054981, -21.83072754)
(100.5344043, 130.2557727)
(-103.8574716, 5.442939449)
(99.94299765, 130.5295973)
(-107.6754382, -99.02524931)
(-270.2702703, 97.08737864)
(100.3335364, 130.3991329)
(-170.845218, 65.58133477)
(166.6666667, 95.23809524)
(128.718555, 57.30919301)
(-101.7657715, 63.59031171)
(99.93300385, 130.516545)
(100.5243513, 130.503494)
(-93.67791402, 144.2513377)
(114.2404563, 92.51009748)
(70.24583109, 75.32943127)
(33.68169391, 158.4599113)
(99.92301105, 130.5295973)
(99.93300385, 130.2557727)
(115.9500377, -26.76917547)
(107.4662738, -98.99494937)
(103.3227515, 110.8000858)
(-84.7185101, -76.28088912)
(-107.0467188, 98.98989847)
(-500, 90.90909091)
(-5.285931581, 100.861583)
(107.7914653, 98.99494937)
(142.8571429, 99.00990099)
(100.2232302, 130.2557727)
(107.3778376, 98.96464015)
(-166.0825642, 73.94472171)
(-50.42020051, -90.96044954)
(100.5444582, 130.3730557)
(-90.61619418, 145.0162244)
(-78.07102445, 89.81044005)
(250, 97.08737864)
(16.1127499, -101.7318991)
(57.69234481, -104.0797451)
(-87.55647273, 145.7184411)
(166.6666667, 97.08737864)
(73.2777875, -87.32906652)
(46.76102147, 91.77367199)
(85.89317214, -67.10710081)
(-20.08406779, 163.5716058)
(94.51028327, -63.747991)
(101.1293105, 130.2427478)
(-92.70949725, -49.29451409)
(142.8571429, 90.90909091)
(-107.684725, -99.01515036)
(99.94299765, 130.503494)
(158.7301587, 100)
(101.2304904, 130.3991329)
(101.240614, 130.3991329)
(100.4562859, -26.91718069)
(57.7611998, 92.43724248)
(101.1293105, 130.3860936)
(135.2296157, 36.23466631)
(-91.77367199, -46.76102147)
(-107.3778376, -98.96969233)
(80.43466653, 67.49269902)
(5000, 89.28571429)
(100.3435703, 130.3730557)
(-101.7657715, -63.59031171)
(163.9344262, 100)
(-99.7565224, -15.79988097)
(142.8571429, 95.23809524)
(-217.3913043, 94.33962264)
(250, 96.15384615)
(250, 100)
(-98.76986234, 141.057982)
(100.5243513, 130.3730557)
(-64.0685925, -88.18285239)
(80.82317999, -65.44932067)
(133.0416195, 21.07172244)
(99.14434553, -19.27170853)
(-131.6852631, 118.5699434)
(49.01009531, 150.8375635)
(-99.80179759, 64.81204517)
(101.1394239, 130.3991329)
(-101.1075999, -19.65332652)
(103.9781472, 14.6131756)
(0, -114)
(110.6137128, 27.5790961)
(-64.64445491, 82.74112913)
(99.93300385, 130.3860936)
(-37.08203932, -114.126782)
(101.1495384, 130.2427478)
(-107.7914653, 98.98989847)
(-98.66772518, -35.91211505)
(0, 109)
(-107.7636302, -98.99494937)
(-222.2222222, 95.23809524)
(100.2232302, 130.503494)
(-12.55254237, -102.2322536)
(158.7301587, 90.90909091)
(-18.61570134, 117.5349125)
(166.6666667, 96.15384615)
(112.2680838, -19.79589225)
(-83.05809304, -62.58876241)
(118.5471691, -10.37153339)
(-107.1447619, 99.04544412)
(100.0329868, 130.5295973)
(-107.1867529, -98.99494937)
(204.0816327, 90.90909091)
(107.0607304, 99.00505038)
(-113.800266, 34.79223286)
(-72.83199846, 72.83199846)
(-118.112992, -14.50245187)
(333.3333333, 97.08737864)
(107.5034883, -98.99494937)
(100.5444582, 130.3991329)
(-139.9507098, 109.341478)
(-91.92533317, -77.13451316)
(98.72689603, 57)
(107.6568623, -99.04544412)
(-15.86573351, -112.8905598)
(100.8465445, 130.516545)
(-103.6651603, 33.68285239)
(101.1495384, 130.5295973)
(-107.587174, -98.96969233)
(100.5243513, 130.3991329)
(107.9073677, -98.99494937)
(-49.93539089, 90.08582984)
(100.022984, 130.503494)
(107.5964683, 99.01010049)
(105.1712773, 108.9080458)
(-17.2158379, 163.7977562)
(200, 90.90909091)
(100.0429906, 130.5295973)
(-25.40179904, -101.8810513)
(99.94299765, 130.3730557)
(60.78331734, 80.66218651)
(19.65332652, 101.1075999)
(101.2507385, 130.3730557)
(1250, 98.03921569)
(43.7712121, 152.6483573)
(121.6949018, 76.04341442)
(-68.25559593, -97.47909327)
(-107.2753467, -98.95453501)
(-107.3778376, -98.98989847)
(-107.74971, 98.99494937)
(-64.81204517, 99.80179759)
(100.233253, 130.503494)
(90.36509541, 60.95202648)
(-52.60453761, 107.8552856)
(-62.58876241, -83.05809304)
(3333.333333, 88.49557522)
(-80.29567276, 89.17737906)
(-84.37266056, -59.07837294)
(12.30880368, -100.2471613)
(60.41079612, -96.67748296)
(144.9275362, 90.90909091)
(100.5444582, 130.2557727)
(107.0420478, 98.98484733)
(133.4332292, 43.35508431)
(-107.1494284, -99.0403958)
(114.2615593, 89.27091392)
(250, 98.03921569)
(95.92227305, 42.70734752)
(-164.6761249, 76.78973816)
(107.7032961, -99)
(-15.79988097, -99.7565224)
(-96.23709869, 142.6773662)
(127.413933, 64.92064146)
(100.5243513, 130.5295973)
(-118.9818757, 2.076836366)
(132.421507, 25.74013348)
(100.2432768, 130.2557727)
(-68.86051367, 154.663246)
(-115.6926818, 128.4897403)
(99.92301105, 130.268799)
(107.3592101, 98.97474425)
(89.0450501, -55.64152274)
(-113.9305543, -3.978542624)
(132.0268132, 48.05383014)
(-92.48036941, -74.88912653)
(-101.275399, 139.3936281)
(238.0952381, 90.90909091)
(99.92301105, 130.503494)
(122.9177909, 73.85645994)
(33.53351991, 97.38841329)
(-107.1727577, 98.99494937)
(107.2660244, -98.96464015)
(166.6666667, 90.90909091)
(-76.99678876, 151.1147065)
(100.8263772, 130.5295973)
(100.8263772, 130.516545)
(30.93013815, 159.1217664)
(147.0588235, 100)
(101.1495384, 130.3991329)
(14.18023935, 162.0808774)
(104.0797451, -57.69234481)
(-1000, 90.90909091)
(-112.2680838, -19.79589225)
(-500, 97.08737864)
(-60.56418347, 157.7750921)
(116.8136348, 22.70627045)
(107.5964683, 98.97979592)
(56.72964641, 147.7857815)
(-107.0327053, -98.97474425)
(66.35106709, 142.2903226)
(-107.9351657, -98.99494937)
(-107.1540946, 98.99494937)
(107.2473776, 98.98484733)
(-96.15878393, 36.9118988)
(88.28823197, 53.04892172)
(2500, 87.71929825)
(107.7032961, -99.03534723)
(142.8571429, 92.59259259)
(100.5243513, 130.3860936)
(-40.63603736, 95.73250476)
(98.49938986, -30.11428559)
(101.7318991, -16.1127499)
(-141.9175301, 106.9425296)
(-625, 90.90909091)
(-67.10314842, 99.48450871)
(107.3778376, -98.95958771)
(100.2432768, 130.516545)
(-107.7032961, -99.01515036)
(-46.36797731, -104.1441822)
(18.23305866, -103.4048141)
(71.4177849, 71.4177849)
(-107.3452374, 98.95958771)
(107.847114, -98.94948206)
(97.96855105, 47.782455)
(100.2232302, 130.516545)
(100.0429906, 130.516545)
(-127.3231447, 122.9545316)
(99.92301105, 130.2427478)
(107.7636302, 98.95958771)
(-104.7442253, -7.324429743)
(102.4625213, -49.97431073)
(-97.09236436, -37.27026675)
(107.0840791, -99.03029839)
(333.3333333, 92.59259259)
(10.37153339, -118.5471691)
(107.0280337, -98.96969233)
(-106.2016045, 135.931855)
(-108.4028866, -11.3936025)
(166.6666667, 98.03921569)
(103.9781472, -14.6131756)
(107.1587607, -98.99494937)
(-107.8517501, -98.95453501)
(-107.8506267, 50.29157315)
(-107.2380529, 98.98989847)
(217.3913043, 90.90909091)
(73.87937704, -94.56129043)
(126.3498005, 67.18138063)
(166.6666667, 93.45794393)
(250, 90.90909091)
(333.3333333, 96.15384615)
(-73.2777875, -87.32906652)
(156.25, 90.90909091)
(100.5243513, 130.2427478)
(101.1394239, 130.5295973)
(-163.2209988, 79.60820026)
(333.3333333, 93.45794393)
(333.3333333, 95.23809524)
(-4.187939604, -119.9268992)
